postcode_prefix,itl3_code,itl3_name,itl2_code,itl2_name,itl1_code,itl1_name
MK4,TLJ12,Milton Keynes,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
MK40,TLH24,Bedford,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
MK41,TLH24,Bedford,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
MK42,TLH24,Bedford,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
MK43,TLH24,Bedford,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
MK44,TLH24,Bedford,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
MK45,TLH25,Central Bedfordshire,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
MK46,TLJ12,Milton Keynes,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
MK5,TLJ12,Milton Keynes,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
MK6,TLJ12,Milton Keynes,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
MK7,TLJ12,Milton Keynes,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
MK77,TLJ12,Milton Keynes,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
MK8,TLJ12,Milton Keynes,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
MK9,TLJ12,Milton Keynes,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
MK98,TLJ12,Milton Keynes,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
ML1,TLM34,North Lanarkshire,TLM3,West Central Scotland,TLM,Scotland
ML10,TLM95,South Lanarkshire,TLM9,Southern Scotland,TLM,Scotland
ML11,TLM95,South Lanarkshire,TLM9,Southern Scotland,TLM,Scotland
ML12,TLM95,South Lanarkshire,TLM9,Southern Scotland,TLM,Scotland
ML2,TLM34,North Lanarkshire,TLM3,West Central Scotland,TLM,Scotland
ML3,TLM95,South Lanarkshire,TLM9,Southern Scotland,TLM,Scotland
ML4,TLM34,North Lanarkshire,TLM3,West Central Scotland,TLM,Scotland
ML5,TLM34,North Lanarkshire,TLM3,West Central Scotland,TLM,Scotland
ML6,TLM34,North Lanarkshire,TLM3,West Central Scotland,TLM,Scotland
ML7,TLM34,North Lanarkshire,TLM3,West Central Scotland,TLM,Scotland
ML8,TLM95,South Lanarkshire,TLM9,Southern Scotland,TLM,Scotland
ML9,TLM95,South Lanarkshire,TLM9,Southern Scotland,TLM,Scotland
N1,TLI43,Haringey and Islington,TLI4,Inner London - East,TLI,London
N10,TLI43,Haringey and Islington,TLI4,Inner London - East,TLI,London
N11,TLI54,Enfield,TLI5,Outer London - East and North East,TLI,London
N12,TLI71,Barnet,TLI7,Outer London - West and North West,TLI,London
N13,TLI54,Enfield,TLI5,Outer London - East and North East,TLI,London
N14,TLI54,Enfield,TLI5,Outer London - East and North East,TLI,London
N15,TLI43,Haringey and Islington,TLI4,Inner London - East,TLI,London
N16,TLI41,Hackney and Newham,TLI4,Inner London - East,TLI,London
N17,TLI43,Haringey and Islington,TLI4,Inner London - East,TLI,London
N18,TLI54,Enfield,TLI5,Outer London - East and North East,TLI,London
N19,TLI43,Haringey and Islington,TLI4,Inner London - East,TLI,London
N1C,TLI36,Camden,TLI3,Inner London - West,TLI,London
N1P,TLI43,Haringey and Islington,TLI4,Inner London - East,TLI,London
N2,TLI71,Barnet,TLI7,Outer London - West and North West,TLI,London
N20,TLI71,Barnet,TLI7,Outer London - West and North West,TLI,London
N21,TLI54,Enfield,TLI5,Outer London - East and North East,TLI,London
N22,TLI43,Haringey and Islington,TLI4,Inner London - East,TLI,London
N3,TLI71,Barnet,TLI7,Outer London - West and North West,TLI,London
N4,TLI43,Haringey and Islington,TLI4,Inner London - East,TLI,London
N5,TLI43,Haringey and Islington,TLI4,Inner London - East,TLI,London
N6,TLI43,Haringey and Islington,TLI4,Inner London - East,TLI,London
N7,TLI43,Haringey and Islington,TLI4,Inner London - East,TLI,London
N8,TLI43,Haringey and Islington,TLI4,Inner London - East,TLI,London
N81,TLI43,Haringey and Islington,TLI4,Inner London - East,TLI,London
N9,TLI54,Enfield,TLI5,Outer London - East and North East,TLI,London
NE1,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE10,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE11,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE12,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE13,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE15,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE16,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE17,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE18,TLC42,Northumberland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE19,TLC42,Northumberland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE2,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE20,TLC42,Northumberland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE21,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE22,TLC42,Northumberland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE23,TLC42,Northumberland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE24,TLC42,Northumberland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE25,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE26,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE27,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE28,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE29,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE3,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE30,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE31,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE32,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE33,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE34,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE35,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE36,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE37,TLC44,Sunderland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE38,TLC44,Sunderland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE39,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE4,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE40,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE41,TLC42,Northumberland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE42,TLC42,Northumberland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE43,TLC42,Northumberland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE44,TLC42,Northumberland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE45,TLC42,Northumberland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE46,TLC42,Northumberland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE47,TLC42,Northumberland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE48,TLC42,Northumberland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE49,TLC42,Northumberland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE5,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE6,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE61,TLC42,Northumberland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE62,TLC42,Northumberland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE63,TLC42,Northumberland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE64,TLC42,Northumberland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE65,TLC42,Northumberland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE66,TLC42,Northumberland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE67,TLC42,Northumberland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE68,TLC42,Northumberland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE69,TLC42,Northumberland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE7,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE70,TLC42,Northumberland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE71,TLC42,Northumberland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE8,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE82,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE83,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE85,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE88,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE89,TLC44,Sunderland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE9,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE92,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE98,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NE99,TLC43,Tyneside,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
NG1,TLF14,Nottingham,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG10,TLF13,South and West Derbyshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG11,TLF14,Nottingham,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG12,TLF16,South Nottinghamshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG13,TLF16,South Nottinghamshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG14,TLF16,South Nottinghamshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG15,TLF15,North Nottinghamshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG16,TLF16,South Nottinghamshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG17,TLF15,North Nottinghamshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG18,TLF15,North Nottinghamshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG19,TLF15,North Nottinghamshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG2,TLF14,Nottingham,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG20,TLF12,East Derbyshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG21,TLF15,North Nottinghamshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG22,TLF15,North Nottinghamshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG23,TLF15,North Nottinghamshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG24,TLF15,North Nottinghamshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG25,TLF15,North Nottinghamshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG3,TLF14,Nottingham,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG31,TLF30,Lincolnshire CC,TLF3,Lincolnshire,TLF,East Midlands (England)
NG32,TLF30,Lincolnshire CC,TLF3,Lincolnshire,TLF,East Midlands (England)
NG33,TLF30,Lincolnshire CC,TLF3,Lincolnshire,TLF,East Midlands (England)
NG34,TLF30,Lincolnshire CC,TLF3,Lincolnshire,TLF,East Midlands (England)
NG4,TLF16,South Nottinghamshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG5,TLF16,South Nottinghamshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG6,TLF14,Nottingham,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG7,TLF14,Nottingham,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG70,TLF15,North Nottinghamshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG8,TLF14,Nottingham,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG80,TLF16,South Nottinghamshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG9,TLF16,South Nottinghamshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NG90,TLF16,South Nottinghamshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
NN1,TLF24,West Northamptonshire,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England)
NN10,TLF25,North Northamptonshire,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England)
NN11,TLF24,West Northamptonshire,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England)
NN12,TLF24,West Northamptonshire,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England)
NN13,TLF24,West Northamptonshire,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England)
NN14,TLF25,North Northamptonshire,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England)
NN15,TLF25,North Northamptonshire,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England)
NN16,TLF25,North Northamptonshire,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England)
NN17,TLF25,North Northamptonshire,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England)
NN18,TLF25,North Northamptonshire,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England)
NN2,TLF24,West Northamptonshire,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England)
NN29,TLF25,North Northamptonshire,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England)
NN3,TLF24,West Northamptonshire,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England)
NN4,TLF24,West Northamptonshire,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England)
NN5,TLF24,West Northamptonshire,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England)
NN6,TLF24,West Northamptonshire,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England)
NN7,TLF24,West Northamptonshire,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England)
NN8,TLF25,North Northamptonshire,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England)
NN9,TLF25,North Northamptonshire,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England)
NN99,TLF24,West Northamptonshire,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England)
NP1,TLL53,Gwent Valleys,TLL5,South East Wales,TLL,Wales
NP10,TLL54,Monmouthshire and Newport,TLL5,South East Wales,TLL,Wales
NP11,TLL53,Gwent Valleys,TLL5,South East Wales,TLL,Wales
NP12,TLL53,Gwent Valleys,TLL5,South East Wales,TLL,Wales
NP13,TLL53,Gwent Valleys,TLL5,South East Wales,TLL,Wales
NP15,TLL54,Monmouthshire and Newport,TLL5,South East Wales,TLL,Wales
NP16,TLL54,Monmouthshire and Newport,TLL5,South East Wales,TLL,Wales
NP18,TLL54,Monmouthshire and Newport,TLL5,South East Wales,TLL,Wales
NP19,TLL54,Monmouthshire and Newport,TLL5,South East Wales,TLL,Wales
NP2,TLL53,Gwent Valleys,TLL5,South East Wales,TLL,Wales
NP20,TLL54,Monmouthshire and Newport,TLL5,South East Wales,TLL,Wales
NP22,TLL53,Gwent Valleys,TLL5,South East Wales,TLL,Wales
NP23,TLL53,Gwent Valleys,TLL5,South East Wales,TLL,Wales
NP24,TLL53,Gwent Valleys,TLL5,South East Wales,TLL,Wales
NP25,TLL54,Monmouthshire and Newport,TLL5,South East Wales,TLL,Wales
NP26,TLL54,Monmouthshire and Newport,TLL5,South East Wales,TLL,Wales
NP3,TLL53,Gwent Valleys,TLL5,South East Wales,TLL,Wales
NP4,TLL53,Gwent Valleys,TLL5,South East Wales,TLL,Wales
NP44,TLL53,Gwent Valleys,TLL5,South East Wales,TLL,Wales
NP5,TLL54,Monmouthshire and Newport,TLL5,South East Wales,TLL,Wales
NP6,TLL54,Monmouthshire and Newport,TLL5,South East Wales,TLL,Wales
NP7,TLL54,Monmouthshire and Newport,TLL5,South East Wales,TLL,Wales
NP8,TLL41,Mid Wales,TLL4,Mid and South West Wales,TLL,Wales
NP9,TLL54,Monmouthshire and Newport,TLL5,South East Wales,TLL,Wales
NP90,TLL54,Monmouthshire and Newport,TLL5,South East Wales,TLL,Wales
NPT,TLL54,Monmouthshire and Newport,TLL5,South East Wales,TLL,Wales
NR1,TLH51,Norwich and East Norfolk,TLH5,Norfolk,TLH,East (England)
NR10,TLH51,Norwich and East Norfolk,TLH5,Norfolk,TLH,East (England)
NR11,TLH52,North and West Norfolk,TLH5,Norfolk,TLH,East (England)
NR12,TLH52,North and West Norfolk,TLH5,Norfolk,TLH,East (England)
NR13,TLH51,Norwich and East Norfolk,TLH5,Norfolk,TLH,East (England)
NR14,TLH53,Breckland and South Norfolk,TLH5,Norfolk,TLH,East (England)
NR15,TLH53,Breckland and South Norfolk,TLH5,Norfolk,TLH,East (England)
NR16,TLH53,Breckland and South Norfolk,TLH5,Norfolk,TLH,East (England)
NR17,TLH53,Breckland and South Norfolk,TLH5,Norfolk,TLH,East (England)
NR18,TLH53,Breckland and South Norfolk,TLH5,Norfolk,TLH,East (England)
NR19,TLH53,Breckland and South Norfolk,TLH5,Norfolk,TLH,East (England)
NR2,TLH51,Norwich and East Norfolk,TLH5,Norfolk,TLH,East (England)
NR20,TLH53,Breckland and South Norfolk,TLH5,Norfolk,TLH,East (England)
NR21,TLH52,North and West Norfolk,TLH5,Norfolk,TLH,East (England)
NR22,TLH52,North and West Norfolk,TLH5,Norfolk,TLH,East (England)
NR23,TLH52,North and West Norfolk,TLH5,Norfolk,TLH,East (England)
NR24,TLH52,North and West Norfolk,TLH5,Norfolk,TLH,East (England)
NR25,TLH52,North and West Norfolk,TLH5,Norfolk,TLH,East (England)
NR26,TLH52,North and West Norfolk,TLH5,Norfolk,TLH,East (England)
NR27,TLH52,North and West Norfolk,TLH5,Norfolk,TLH,East (England)
NR28,TLH52,North and West Norfolk,TLH5,Norfolk,TLH,East (England)
NR29,TLH51,Norwich and East Norfolk,TLH5,Norfolk,TLH,East (England)
NR3,TLH51,Norwich and East Norfolk,TLH5,Norfolk,TLH,East (England)
NR30,TLH51,Norwich and East Norfolk,TLH5,Norfolk,TLH,East (England)
NR31,TLH51,Norwich and East Norfolk,TLH5,Norfolk,TLH,East (England)
NR32,TLH63,East Suffolk,TLH6,Suffolk,TLH,East (England)
NR33,TLH63,East Suffolk,TLH6,Suffolk,TLH,East (England)
NR34,TLH63,East Suffolk,TLH6,Suffolk,TLH,East (England)
NR35,TLH63,East Suffolk,TLH6,Suffolk,TLH,East (England)
NR4,TLH51,Norwich and East Norfolk,TLH5,Norfolk,TLH,East (England)
NR5,TLH51,Norwich and East Norfolk,TLH5,Norfolk,TLH,East (England)
NR6,TLH51,Norwich and East Norfolk,TLH5,Norfolk,TLH,East (England)
NR7,TLH51,Norwich and East Norfolk,TLH5,Norfolk,TLH,East (England)
NR8,TLH51,Norwich and East Norfolk,TLH5,Norfolk,TLH,East (England)
NR9,TLH53,Breckland and South Norfolk,TLH5,Norfolk,TLH,East (England)
NR99,TLH51,Norwich and East Norfolk,TLH5,Norfolk,TLH,East (England)
NW1,TLI36,Camden,TLI3,Inner London - West,TLI,London
NW10,TLI72,Brent,TLI7,Outer London - West and North West,TLI,London
NW11,TLI71,Barnet,TLI7,Outer London - West and North West,TLI,London
NW1W,TLI36,Camden,TLI3,Inner London - West,TLI,London
NW2,TLI71,Barnet,TLI7,Outer London - West and North West,TLI,London
NW26,TLI72,Brent,TLI7,Outer London - West and North West,TLI,London
NW3,TLI36,Camden,TLI3,Inner London - West,TLI,London
NW4,TLI71,Barnet,TLI7,Outer London - West and North West,TLI,London
NW5,TLI36,Camden,TLI3,Inner London - West,TLI,London
NW6,TLI72,Brent,TLI7,Outer London - West and North West,TLI,London
NW7,TLI71,Barnet,TLI7,Outer London - West and North West,TLI,London
NW8,TLI35,Westminster and City of London,TLI3,Inner London - West,TLI,London
NW9,TLI71,Barnet,TLI7,Outer London - West and North West,TLI,London
OL1,TLD37,Greater Manchester North East,TLD3,Greater Manchester,TLD,North West (England)
OL10,TLD37,Greater Manchester North East,TLD3,Greater Manchester,TLD,North West (England)
OL11,TLD37,Greater Manchester North East,TLD3,Greater Manchester,TLD,North West (England)
OL12,TLD37,Greater Manchester North East,TLD3,Greater Manchester,TLD,North West (England)
OL13,TLD46,East Lancashire,TLD4,Lancashire,TLD,North West (England)
OL14,TLE44,Calderdale and Kirklees,TLE4,West Yorkshire,TLE,Yorkshire and The Humber
OL15,TLD37,Greater Manchester North East,TLD3,Greater Manchester,TLD,North West (England)
OL16,TLD37,Greater Manchester North East,TLD3,Greater Manchester,TLD,North West (England)
OL2,TLD37,Greater Manchester North East,TLD3,Greater Manchester,TLD,North West (England)
OL3,TLD37,Greater Manchester North East,TLD3,Greater Manchester,TLD,North West (England)
OL4,TLD37,Greater Manchester North East,TLD3,Greater Manchester,TLD,North West (England)
OL5,TLD35,Greater Manchester South East,TLD3,Greater Manchester,TLD,North West (England)
OL6,TLD35,Greater Manchester South East,TLD3,Greater Manchester,TLD,North West (England)
OL7,TLD35,Greater Manchester South East,TLD3,Greater Manchester,TLD,North West (England)
OL8,TLD37,Greater Manchester North East,TLD3,Greater Manchester,TLD,North West (England)
OL9,TLD37,Greater Manchester North East,TLD3,Greater Manchester,TLD,North West (England)
OL95,TLD37,Greater Manchester North East,TLD3,Greater Manchester,TLD,North West (England)
OX1,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
OX10,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
OX11,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
OX12,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
OX13,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
OX14,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
OX15,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
OX16,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
OX17,TLF24,West Northamptonshire,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England)
OX18,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
OX2,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
OX20,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
OX25,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
OX26,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
OX27,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
OX28,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
OX29,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
OX3,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
OX33,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
OX39,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
OX4,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
OX44,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
OX49,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
OX5,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
OX6,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
OX7,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
OX8,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
OX9,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
PA1,TLM33,"Inverclyde, East Renfrewshire, and Renfrewshire",TLM3,West Central Scotland,TLM,Scotland
PA10,TLM33,"Inverclyde, East Renfrewshire, and Renfrewshire",TLM3,West Central Scotland,TLM,Scotland
PA11,TLM33,"Inverclyde, East Renfrewshire, and Renfrewshire",TLM3,West Central Scotland,TLM,Scotland
PA12,TLM33,"Inverclyde, East Renfrewshire, and Renfrewshire",TLM3,West Central Scotland,TLM,Scotland
PA13,TLM33,"Inverclyde, East Renfrewshire, and Renfrewshire",TLM3,West Central Scotland,TLM,Scotland
PA14,TLM33,"Inverclyde, East Renfrewshire, and Renfrewshire",TLM3,West Central Scotland,TLM,Scotland
PA15,TLM33,"Inverclyde, East Renfrewshire, and Renfrewshire",TLM3,West Central Scotland,TLM,Scotland
